H1,H2,H3,H4,H5,ItemCode,WeekStartDate,Sales,Stock,Price,FirstPrice,Discount,DiscountOnPrice,PrevDiscountRate,PrevSales
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163865,2022-12-15,82,1413,249.9900,299.99,0.184756,0.1666722224074135805,0.0000000000000000000,98
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163884,2022-12-08,59,1034,279.9900,329.99,0.160836,0.1515197430225158339,0.0000000000000000000,108
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163886,2022-12-15,56,699,279.9900,329.99,0.160113,0.1515197430225158339,0.0000000000000000000,48
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101163904,2022-12-15,232,3017,379.9900,449.99,0.293130,0.1555590124224982778,0.0000000000000000000,178
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101163908,2022-11-10,214,3784,359.9900,449.99,0.227748,0.2000044445432120714,0.0000000000000000000,98
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163909,2022-11-10,43,956,329.9900,369.99,0.087643,0.1081110300278385903,0.0000000000000000000,50
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101148302,2023-01-05,24,538,159.9900,199.99,0.262645,0.2000100005000250013,0.0000000000000000000,8
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101148304,2023-01-05,24,598,159.9900,199.99,0.221203,0.2000100005000250013,0.0000000000000000000,12
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101148575,2023-01-05,12,467,159.9900,189.99,0.177589,0.1579030475288173062,0.0000000000000000000,9
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163172,2022-11-10,167,3205,429.9900,479.99,0.211995,0.1041688368507677244,0.0000000000000000000,130
AYAKKABI,COCUK,NULL,CIZME,BASIC GUNLUK CIZME,000000000100439428,2023-01-26,2,81,429.9900,549.99,0.213425,0.2181857851960944745,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000100439474,2023-01-05,2,43,379.9900,479.99,0.378384,0.2032383826836972148,0.0000000000000000000,2
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000100439474,2023-01-26,2,39,299.9900,479.99,0.370458,0.3750078126627638076,0.2032383826836972148,1
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439475,2022-12-15,5,161,299.9900,399.99,0.311396,0.2451754228638324654,0.0000000000000000000,-5
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439475,2023-01-26,2,137,249.9900,399.99,0.538032,0.3750093752343808596,0.2451754228638324654,7
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439494,2023-01-05,2,58,349.9900,449.99,0.217374,0.2172173874395276417,0.0000000000000000000,7
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439494,2023-02-02,3,53,279.9900,449.99,0.374383,0.3777861730260672460,0.2172173874395276417,-4
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439496,2022-12-08,2,75,329.9900,429.99,0.226474,0.2276203086623854751,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439496,2023-01-26,2,74,279.9900,429.99,0.345284,0.3446510889535348143,0.2276203086623854751,0
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439497,2022-12-08,3,78,329.9900,429.99,0.227317,0.2276203086623854751,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,SNEAKER HI,000000000100439898,2022-12-01,3,49,179.9900,299.99,0.394908,0.3961487122034502600,0.2284029032851819699,6
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000100429392,2022-11-10,18,1810,209.9900,299.99,0.422687,0.2955011543863056305,0.0000000000000000000,9
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000100429397,2022-11-10,5,139,209.9900,319.99,0.424575,0.3395337082544699088,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100429484,2023-01-19,3,42,229.9900,319.99,0.353468,0.2766292289025336390,0.0000000000000000000,1
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100429484,2023-02-02,12,38,179.9900,319.99,0.623234,0.4375136723022594457,0.2766292289025336390,1
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000100429798,2023-01-26,18,205,379.9900,479.99,0.320764,0.2032383826836972148,0.0000000000000000000,12
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000100429798,2023-02-02,18,192,329.9900,479.99,0.307051,0.3125065105523031730,0.2032383826836972148,18
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100429812,2023-01-26,19,285,349.9900,439.99,0.259527,0.1994264691786473408,0.0000000000000000000,7
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100483176,2022-11-10,1,5,349.9900,399.99,0.326071,0.1193671146126479249,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100558454,2022-12-01,4,61,319.9900,399.99,0.195633,0.1948521539125434658,0.0000000000000000000,2
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100558454,2022-12-15,3,55,259.9900,399.99,0.345093,0.3458219607664104647,0.1948521539125434658,4
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100558454,2023-02-23,1,37,199.9900,399.99,0.497271,0.5000125003125078127,0.3458219607664104647,-1
AYAKKABI,COCUK,NULL,AYAKKABI,ATHLETIC,000000000100558504,2022-12-15,2,21,169.9900,209.99,0.187332,0.1904852612029144245,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100552422,2023-01-26,1,16,199.9900,249.99,0.569548,0.2000080003200128006,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100552424,2023-01-26,5,59,199.9900,249.99,0.193012,0.2000080003200128006,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100552428,2022-12-08,3,182,199.9900,249.99,0.395628,0.2000080003200128006,0.0000000000000000000,5
AYAKKABI,COCUK,NULL,AYAKKABI,OUTDOOR,000000000100566498,2022-12-08,1,30,249.9900,319.99,0.215329,0.2137247495505973693,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,AYAKKABI,OUTDOOR,000000000100566498,2023-01-05,1,27,199.9900,319.99,0.371584,0.3750117191162223820,0.0000000000000000000,1
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100566503,2022-12-01,5,39,219.9900,329.99,0.312891,0.3290494968885750162,0.2070527170125049903,2
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100566516,2022-11-24,1,2,199.9900,279.99,0.394389,0.2857244901603628702,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100566535,2023-01-05,4,133,179.9900,229.99,0.210741,0.2123598946646073459,0.0000000000000000000,6
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100566535,2023-01-26,7,131,139.9900,229.99,0.385607,0.3913213617983390583,0.2123598946646073459,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100566573,2023-01-19,1,2,179.9900,229.99,0.210741,0.2123598946646073459,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100566573,2023-02-02,1,1,139.9900,229.99,0.385607,0.3913213617983390583,0.2123598946646073459,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100566574,2023-01-19,2,76,179.9900,229.99,0.210741,0.2123598946646073459,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100566574,2023-01-26,6,74,139.9900,229.99,0.385607,0.3913213617983390583,0.2123598946646073459,2
AYAKKABI,COCUK,NULL,CIZME,KAR CIZMESI,000000000100566631,2023-01-19,2,103,399.9900,499.99,0.248899,0.1948510709344621676,0.0000000000000000000,8
AYAKKABI,COCUK,NULL,CIZME,KAR CIZMESI,000000000100566631,2023-01-26,2,99,339.9900,499.99,0.538035,0.3200064001280025601,0.1948510709344621676,2
AYAKKABI,COCUK,NULL,AYAKKABI,OUTDOOR,000000000100560098,2022-12-01,1,1,159.9900,209.99,0.373677,0.2331989929127059881,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560129,2022-12-08,2,44,179.9900,229.99,0.210741,0.2123598946646073459,0.0000000000000000000,5
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560129,2023-01-05,4,34,139.9900,229.99,0.434050,0.3913213617983390583,0.0000000000000000000,1
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560289,2022-12-08,1,38,219.9900,299.99,0.260845,0.2619522100012029387,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560289,2023-01-05,2,31,179.9900,299.99,0.445634,0.4000133337777925931,0.2619522100012029387,3
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100426063,2023-01-26,3,86,309.9900,409.99,0.329252,0.2439083880094636455,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100432881,2022-12-15,1,5,549.9900,699.99,0.209617,0.2092278336895496023,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100433372,2023-01-26,9,122,349.9900,449.99,0.288498,0.2172173874395276417,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100433372,2023-02-02,12,113,279.9900,449.99,0.387467,0.3777861730260672460,0.2172173874395276417,9
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100433376,2023-01-05,8,319,379.9900,449.99,0.204391,0.1501197611154644017,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100433376,2023-01-26,12,297,319.9900,449.99,0.307755,0.2843150137635908818,0.1501197611154644017,8
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100433445,2022-11-10,1,13,299.9900,349.99,0.136622,0.1373402594111384549,0.0000000000000000000,0
AYAKKABI,ERKEK,COMFORT,BOT,DRESS COMFORT BOT,000000000100546816,2023-02-02,2,13,449.9900,619.99,0.268923,0.2741979709350150809,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100547025,2023-01-05,5,108,249.9900,359.99,0.302517,0.3010910931100743137,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100547025,2023-02-02,9,101,199.9900,359.99,0.677930,0.4444567904664018445,0.3010910931100743137,1
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100547026,2023-01-05,1,118,249.9900,359.99,0.302517,0.3010910931100743137,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100547026,2023-02-02,15,108,199.9900,359.99,0.649347,0.4444567904664018445,0.3010910931100743137,-1
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100547322,2023-01-05,1,32,269.9900,399.99,0.320636,0.3250081252031300783,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101039618,2022-11-10,25,1144,239.9900,339.99,0.306246,0.2895794889107991668,0.0000000000000000000,10
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101039618,2022-11-24,9,1056,239.9900,339.99,0.292392,0.2895794889107991668,0.0000000000000000000,28
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101039621,2022-11-10,9,534,289.9900,339.99,0.170195,0.1470631489161445925,0.0000000000000000000,9
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101039634,2022-12-01,18,216,259.9900,329.99,0.182379,0.2070527170125049903,0.0000000000000000000,4
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101039634,2022-12-29,5,177,259.9900,329.99,0.247672,0.2070527170125049903,0.0000000000000000000,9
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101039634,2023-02-02,15,149,199.9900,329.99,0.549174,0.3939513318585411680,0.2070527170125049903,4
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101039635,2023-02-02,5,49,229.9900,329.99,0.353736,0.3030394860450316677,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,CIZME,BASIC GUNLUK CIZME,000000000101039642,2023-01-19,1,15,349.9900,449.99,0.217374,0.2172173874395276417,0.0000000000000000000,1
AYAKKABI,COCUK,NULL,CIZME,BASIC GUNLUK CIZME,000000000101039643,2023-01-26,3,69,329.9900,449.99,0.380824,0.2666725927242827619,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100547325,2023-01-19,1,138,259.9900,379.99,0.310623,0.3113906315612424584,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100547325,2023-02-02,4,126,209.9900,379.99,0.575218,0.4473801942156372537,0.3113906315612424584,0
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000100548800,2023-02-02,1,2,229.9900,329.99,0.598144,0.3030394860450316677,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100548973,2022-11-10,2,13,329.9900,469.99,0.465762,0.2978786782697504203,0.0000000000000000000,0
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000100540405,2022-12-15,1,4,399.9900,469.99,0.144293,0.1434574926201020004,0.0000000000000000000,0
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000100540405,2023-01-05,1,6,349.9900,469.99,0.377878,0.2553245813740717888,0.1434574926201020004,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100540500,2022-12-01,1,33,299.9900,399.99,0.494553,0.2500062501562539064,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100540502,2023-01-05,2,37,299.9900,399.99,0.244547,0.2500062501562539064,0.0000000000000000000,4
AYAKKABI,ERKEK,CASUAL,AYAKKABI,ATHLETIC,000000000100540819,2022-12-15,1,3,249.9900,389.99,0.356171,0.3589835636811200288,0.2516271320223372506,0
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100544588,2022-12-15,5,29,279.9900,359.99,0.304933,0.2172185942363133276,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100544588,2023-01-26,2,22,219.9900,359.99,0.384041,0.3888996916581016140,0.2172185942363133276,-1
AYAKKABI,KADIN,CASUAL,BOT,CHELSEA BOT,000000000101047157,2023-01-26,11,112,479.9900,579.99,0.423120,0.1724167658063070053,0.0000000000000000000,2
AYAKKABI,ERKEK,CASUAL,BOT,OUTDOOR HI,000000000101047690,2023-01-05,9,173,379.9900,449.99,0.094988,0.1501197611154644017,0.0000000000000000000,7
AYAKKABI,ERKEK,CASUAL,BOT,OUTDOOR HI,000000000101047690,2023-02-02,15,153,299.9900,449.99,0.335251,0.3333407409053534523,0.1501197611154644017,1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100781568,2022-11-10,2,73,239.9900,299.99,0.378603,0.2000066668888962966,0.0000000000000000000,2
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000101047883,2022-11-24,6,99,199.9900,269.99,0.255206,0.2544977511244377812,0.0000000000000000000,9
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000101047883,2022-12-08,6,80,159.9900,269.99,0.428992,0.4074224971295233157,0.2592688618096966555,4
AYAKKABI,COCUK,NULL,AYAKKABI,FASHION SNEAKER,000000000101047905,2022-11-17,20,1156,189.9900,269.99,0.311569,0.2917744940633872108,0.0000000000000000000,32
AYAKKABI,COCUK,NULL,AYAKKABI,FASHION SNEAKER,000000000101047905,2022-12-15,11,1055,159.9900,269.99,0.369396,0.4074224971295233157,0.2963072706396533205,7
AYAKKABI,COCUK,NULL,CIZME,KAR CIZMESI,000000000101047910,2022-12-08,31,434,179.9900,249.99,0.324938,0.2753736236405977979,0.0000000000000000000,14
AYAKKABI,COCUK,NULL,CIZME,KAR CIZMESI,000000000101047910,2023-01-05,16,316,149.9900,249.99,0.408672,0.4000160006400256011,0.2753736236405977979,3
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100782169,2022-12-08,2,25,199.9900,239.99,0.162103,0.1666736114004750198,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100782450,2022-11-10,2,68,289.9900,329.99,0.308280,0.1212157944180126671,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100782456,2022-11-10,7,210,249.9900,329.99,0.255577,0.2424315888360253342,0.0000000000000000000,3
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100782459,2022-11-10,9,263,269.9900,329.99,0.196287,0.1818236916270190006,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100782547,2022-12-08,3,151,379.9900,499.99,0.261580,0.2400048000960019201,0.1143342432066032626,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785313,2022-12-15,3,76,449.9900,529.99,0.217240,0.1509462442687597880,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785354,2022-11-10,15,298,329.9900,369.99,0.226967,0.1023661626577451565,0.0000000000000000000,5
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785354,2022-12-08,8,259,279.9900,369.99,0.405831,0.2383754202522512360,0.1023661626577451565,5
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100785422,2022-11-10,38,706,249.9900,339.99,0.341666,0.2647136680490602665,0.0000000000000000000,13
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100785426,2022-11-10,35,1210,269.9900,339.99,0.229243,0.2058884084826024295,0.0000000000000000000,19
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101084873,2022-11-10,50,888,419.9900,579.99,0.359772,0.2758668252900912085,0.0000000000000000000,21
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101084887,2022-12-08,2,89,289.9900,379.99,0.552334,0.2368483381141608990,0.0995026184899602622,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101084889,2022-12-08,2,107,289.9900,379.99,0.485113,0.2368483381141608990,0.0995026184899602622,-6
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785126,2022-11-10,5,103,399.9900,449.99,0.132348,0.1053880907498427502,0.0000000000000000000,-1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785126,2022-12-08,5,85,339.9900,449.99,0.274381,0.2444498766639258651,0.1053880907498427502,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785128,2022-11-10,38,547,319.9900,449.99,0.334845,0.2888953087846396587,0.0000000000000000000,11
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785133,2022-12-08,2,126,339.9900,449.99,0.330904,0.2444498766639258651,0.1053880907498427502,4
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101086541,2022-12-08,12,295,499.9900,649.99,0.242742,0.2307727811197095340,0.1019463844594264661,17
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101086545,2022-12-08,14,289,519.9900,649.99,0.279134,0.2000030769704149295,0.0000000000000000000,11
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101086554,2022-12-08,21,293,359.9900,449.99,0.271666,0.2000044445432120714,0.0000000000000000000,9
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100570872,2022-12-01,10,360,159.9900,199.99,0.143436,0.1948570254599686507,0.0000000000000000000,8
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100570872,2022-12-15,11,432,129.9900,199.99,0.347794,0.3500175008750437522,0.1948570254599686507,11
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100570874,2022-12-15,6,364,119.9900,199.99,0.396709,0.4000200010000500026,0.0000000000000000000,2
AYAKKABI,ERKEK,DRESS,AYAKKABI,INFORMAL BAGCIKLI,000000000100571927,2022-12-08,1,75,299.9900,479.99,0.481421,0.3750078126627638076,0.2661423199939853820,3
AYAKKABI,ERKEK,CASUAL,BOT,MILITARY BOT,000000000100573299,2023-02-02,15,55,349.9900,509.99,0.304903,0.3137316417968979784,0.0000000000000000000,4
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000100573403,2023-01-05,1,6,429.9900,539.99,0.325672,0.2037074760643715625,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101035263,2022-12-15,13,214,329.9900,399.99,0.270258,0.1750043751093777345,0.0000000000000000000,6
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101035287,2022-12-08,18,843,459.9900,549.99,0.128553,0.1582520867968350413,0.0000000000000000000,47
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101035287,2023-01-05,38,625,389.9900,549.99,0.330756,0.2863469059121233035,0.1582520867968350413,14
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101035287,2023-02-02,29,459,329.9900,549.99,0.431161,0.4000072728595065365,0.2863469059121233035,15
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101035326,2022-11-10,17,627,349.9900,389.99,0.167957,0.1025667324803200083,0.0000000000000000000,8
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101035387,2023-02-02,1,35,349.9900,449.99,0.217374,0.2222271606035689682,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100556472,2022-11-10,8,217,299.9900,349.99,0.220863,0.1373402594111384549,0.0000000000000000000,7
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100556472,2022-12-08,15,206,259.9900,349.99,0.316958,0.2571502042915511872,0.1373402594111384549,12
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100556473,2023-02-02,5,57,249.9900,349.99,0.426071,0.2857224492128346525,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100785257,2022-12-08,18,454,199.9900,229.99,0.171620,0.1304404539327796861,0.0000000000000000000,20
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100662213,2023-01-05,32,634,189.9900,279.99,0.349138,0.3214400514304082289,0.1732868565181675744,16
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100662438,2022-11-10,4,296,229.9900,279.99,0.460385,0.1732868565181675744,0.0295045475226599708,8
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100662438,2022-11-24,7,263,229.9900,279.99,0.173108,0.1732868565181675744,0.0295045475226599708,10
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100662438,2023-01-05,6,219,189.9900,279.99,0.340686,0.3214400514304082289,0.1732868565181675744,3
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100662441,2022-11-10,6,148,229.9900,279.99,0.149168,0.1785778063502267939,0.0295045475226599708,7
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100662629,2022-11-10,4,155,279.9900,399.99,0.381099,0.3000075001875046877,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502884,2022-11-10,1,63,299.9900,349.99,0.493775,0.1373402594111384549,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502884,2022-12-08,2,53,259.9900,349.99,0.122646,0.2571502042915511872,0.1373402594111384549,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100785431,2022-11-10,21,844,249.9900,339.99,0.293306,0.2647136680490602665,0.0000000000000000000,7
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785463,2022-11-10,3,115,239.9900,299.99,0.256014,0.1948535965691610011,0.0271077876508927110,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785463,2022-12-22,3,89,239.9900,299.99,0.195626,0.1948535965691610011,0.0271077876508927110,4
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785463,2023-01-05,5,91,199.9900,299.99,0.451431,0.3333444448148271610,0.1948535965691610011,4
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100785567,2022-11-10,13,429,349.9900,499.99,0.405507,0.3000060001200024001,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,ROCK BOT,000000000100570554,2023-01-05,4,51,359.9900,459.99,0.213121,0.2173960303484858367,0.0000000000000000000,-1
AYAKKABI,COCUK,NULL,AYAKKABI,FASHION SNEAKER,000000000100570578,2022-11-10,1,8,179.9900,229.99,0.399785,0.2174007565546328102,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100570852,2022-12-01,2,130,279.9900,359.99,0.217974,0.2172185942363133276,0.0000000000000000000,3
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100604422,2022-11-10,1,7,319.9900,359.99,0.106256,0.1053887970318016081,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100604422,2022-12-08,1,8,269.9900,359.99,0.426313,0.2500069446373510376,0.1053887970318016081,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100604425,2022-12-08,1,14,289.9900,359.99,0.187780,0.1944498458290508070,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100604573,2022-12-08,2,15,279.9900,369.99,0.239110,0.2432498175626368281,0.1023661626577451565,1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100786427,2022-11-10,5,160,289.9900,349.99,0.237246,0.1714334695277007915,0.0000000000000000000,5
