H1,H2,H3,H4,H5,ItemCode,WeekStartDate,ActualPrice,FirstPrice,Sales,SalesRevenue,SalesRevenueonPrice,ExpectedSalesRevenue,DiscountRate,DiscountRateOnPrice,StoreStock,StoreIncomingStock,DistinctStoreCount,PrevDiscountRate
AYAKKABI,COCUK,NULL,AYAKKABI,ATHLETIC,000000000100558831,2022-12-15,229.9900,319.99,1,213.0000,229.9900,319.99,0.276472,0.2812587893371667865,44,0,16,0.1562548829650926592
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560054,2023-01-26,129.9900,219.99,1,120.0000,129.9900,219.99,0.407088,0.4091095049774989773,39,1,17,0.2223060534372115729
AYAKKABI,COCUK,NULL,AYAKKABI,OUTDOOR,000000000100560098,2022-12-01,159.9900,209.99,1,121.0000,159.9900,209.99,0.373677,0.2331989929127059881,1,0,1,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560129,2022-12-08,179.9900,229.99,2,334.0000,359.9800,459.98,0.210741,0.2123598946646073459,37,7,14,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560129,2023-01-05,139.9900,229.99,4,479.0000,559.9600,919.96,0.434050,0.3913213617983390583,34,0,13,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560289,2022-12-08,219.9900,299.99,1,204.0000,219.9900,299.99,0.260845,0.2619522100012029387,27,11,15,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560289,2023-01-05,179.9900,299.99,2,306.0000,359.9800,599.98,0.445634,0.4000133337777925931,30,1,14,0.2619522100012029387
AYAKKABI,COCUK,NULL,BOT,ROCK BOT,000000000100570554,2023-01-05,359.9900,459.99,4,1332.0000,1439.9600,1839.96,0.213121,0.2173960303484858367,51,0,13,0.0000000000000000000
AYAKKABI,COCUK,NULL,AYAKKABI,FASHION SNEAKER,000000000100570578,2022-11-10,179.9900,229.99,1,127.0000,179.9900,229.99,0.399785,0.2174007565546328102,7,1,7,0.0000000000000000000
AYAKKABI,ERKEK,CASUAL,AYAKKABI,ATHLETIC,000000000100540819,2022-12-15,249.9900,389.99,1,231.0000,249.9900,389.99,0.356171,0.3589835636811200288,3,0,3,0.2516271320223372506
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100544588,2022-12-15,279.9900,359.99,5,1151.0000,1399.9500,1799.95,0.304933,0.2172185942363133276,29,0,22,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100544588,2023-01-26,219.9900,359.99,2,408.0000,439.9800,719.98,0.384041,0.3888996916581016140,18,4,15,0.2172185942363133276
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100544589,2023-01-05,219.9900,359.99,3,522.0000,659.9700,1079.97,0.474624,0.3888996916581016140,13,0,11,0.2172185942363133276
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100544697,2023-02-02,259.9900,379.99,12,1640.0000,3119.8800,4559.88,0.609067,0.3157977841522145320,23,0,12,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100544814,2023-01-19,229.9900,319.99,2,426.0000,459.9800,639.98,0.276472,0.2766292289025336390,16,0,6,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100544814,2023-02-02,179.9900,319.99,2,177.0000,359.9800,639.98,0.699380,0.4375136723022594457,14,0,5,0.2766292289025336390
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100544994,2022-11-10,289.9900,369.99,3,834.0000,869.9700,1109.97,0.183292,0.2162220600556771805,11,1,5,0.0000000000000000000
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000100573403,2023-01-05,429.9900,539.99,1,335.0000,429.9900,539.99,0.325672,0.2037074760643715625,5,1,5,0.0000000000000000000
AYAKKABI,ERKEK,DRESS,BOT,FORMAL BOT,000000000100573644,2022-12-08,379.9900,429.99,23,8096.0000,8739.7700,9889.77,0.110192,0.1105895283712361360,534,31,106,0.0000000000000000000
AYAKKABI,ERKEK,DRESS,BOT,FORMAL BOT,000000000100573644,2022-12-29,379.9900,429.99,9,3122.0000,3419.9100,3869.91,0.123112,0.1105895283712361360,0,24,4,0.0000000000000000000
AYAKKABI,ERKEK,DRESS,BOT,FORMAL BOT,000000000100573644,2023-01-05,309.9900,429.99,19,5045.0000,5889.8100,8169.81,0.328786,0.2790762575873857532,481,26,114,0.1105895283712361360
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100573698,2023-02-02,699.9900,799.99,5,3240.0000,3499.9500,3999.95,0.119555,0.1250015625195314942,15,2,9,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100573699,2022-12-08,639.9900,799.99,4,2101.0000,2559.9600,3199.96,0.286337,0.1948495823589099212,18,3,15,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000100573699,2023-01-05,539.9900,799.99,3,1353.0000,1619.9700,2399.97,0.387221,0.3206563179865835280,7,2,8,0.1948495823589099212
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100554247,2023-01-26,429.9900,549.99,12,3121.0000,5159.8800,6599.88,0.485992,0.2181857851960944745,239,0,35,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100556287,2023-02-02,249.9900,349.99,3,694.0000,749.9700,1049.97,0.281553,0.2857224492128346525,47,0,22,0.1373402594111384549
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100556472,2022-11-10,299.9900,349.99,8,2007.0000,2399.9200,2799.92,0.220863,0.1373402594111384549,217,0,61,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100556472,2022-12-08,259.9900,349.99,15,3299.0000,3899.8500,5249.85,0.316958,0.2571502042915511872,198,8,75,0.1373402594111384549
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100556473,2023-02-02,249.9900,349.99,5,924.0000,1249.9500,1749.95,0.426071,0.2857224492128346525,55,2,28,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100558454,2023-02-23,199.9900,399.99,1,185.0000,199.9900,399.99,0.497271,0.5000125003125078127,37,0,13,0.3458219607664104647
AYAKKABI,COCUK,NULL,AYAKKABI,ATHLETIC,000000000100558504,2022-12-15,169.9900,209.99,2,314.0000,339.9800,419.98,0.187332,0.1904852612029144245,21,0,15,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100558511,2022-12-15,129.9900,219.99,1,120.0000,129.9900,219.99,0.407088,0.4091095049774989773,18,1,5,0.2223060534372115729
AYAKKABI,COCUK,NULL,BOT,FASHION BOT,000000000100558517,2022-12-15,299.9900,399.99,2,556.0000,599.9800,799.98,0.244547,0.2451754228638324654,8,2,9,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,ROCK BOT,000000000100558574,2022-12-08,359.9900,449.99,2,666.0000,719.9800,899.98,0.195635,0.1948514314810860532,38,5,18,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439494,2023-01-05,349.9900,449.99,2,648.0000,699.9800,899.98,0.217374,0.2172173874395276417,57,1,23,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439494,2023-02-02,279.9900,449.99,3,777.0000,839.9700,1349.97,0.374383,0.3777861730260672460,53,0,22,0.2172173874395276417
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439496,2022-12-08,329.9900,429.99,2,612.0000,659.9800,859.98,0.226474,0.2276203086623854751,65,10,21,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439496,2023-01-26,279.9900,429.99,2,518.0000,559.9800,859.98,0.345284,0.3446510889535348143,74,0,22,0.2276203086623854751
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100439497,2022-12-08,329.9900,429.99,3,917.0000,989.9700,1289.97,0.227317,0.2276203086623854751,73,5,14,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,SNEAKER HI,000000000100439898,2022-12-01,179.9900,299.99,3,501.0000,539.9700,899.97,0.394908,0.3961487122034502600,48,1,10,0.2284029032851819699
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100545675,2023-02-02,259.9900,429.99,4,509.0000,1039.9600,1719.96,0.678330,0.3953580315821298170,5,0,4,0.2276203086623854751
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100545678,2022-12-08,329.9900,429.99,2,612.0000,659.9800,859.98,0.226474,0.2276203086623854751,3,11,11,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100545678,2023-02-02,259.9900,429.99,4,526.0000,1039.9600,1719.96,0.667586,0.3953580315821298170,4,0,4,0.2276203086623854751
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502375,2022-11-10,399.9900,449.99,1,370.0000,399.9900,449.99,0.106261,0.1053880907498427502,37,0,23,0.0000000000000000000
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502375,2022-12-08,339.9900,449.99,1,315.0000,339.9900,449.99,0.239114,0.2444498766639258651,32,0,22,0.1053880907498427502
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502377,2022-11-10,319.9900,449.99,7,2019.0000,2239.9300,3149.93,0.303298,0.2888953087846396587,41,0,22,0.0000000000000000000
AYAKKABI,ERKEK,COMFORT,AYAKKABI,CASUAL COMFORT,000000000100549554,2022-12-08,449.9900,599.99,1,316.0000,449.9900,599.99,0.427527,0.2500041667361122686,4,0,4,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100570852,2022-12-01,279.9900,359.99,2,518.0000,559.9800,719.98,0.217974,0.2172185942363133276,130,0,24,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100570872,2022-12-01,159.9900,199.99,10,1576.0000,1599.9000,1999.90,0.143436,0.1948570254599686507,344,16,59,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100570872,2022-12-15,129.9900,199.99,11,1320.0000,1429.8900,2199.89,0.347794,0.3500175008750437522,392,40,80,0.1948570254599686507
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100570874,2022-12-15,119.9900,199.99,6,666.0000,719.9400,1199.94,0.396709,0.4000200010000500026,324,40,82,0.0000000000000000000
AYAKKABI,ERKEK,DRESS,AYAKKABI,INFORMAL BAGCIKLI,000000000100571927,2022-12-08,299.9900,479.99,1,229.0000,299.9900,479.99,0.481421,0.3750078126627638076,72,3,33,0.2661423199939853820
AYAKKABI,ERKEK,CASUAL,BOT,MILITARY BOT,000000000100573299,2023-02-02,349.9900,509.99,15,4892.0000,5249.8500,7649.85,0.304903,0.3137316417968979784,54,1,33,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100587146,2022-11-17,529.9900,599.99,3,983.0000,1589.9700,1799.97,0.406392,0.1109788424009965384,97,1,63,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100587146,2022-12-08,459.9900,599.99,3,1464.0000,1379.9700,1799.97,0.115928,0.2333372222870381174,87,2,58,0.1109788424009965384
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000100601400,2022-11-17,379.9900,429.99,5,1482.0000,1899.9500,2149.95,0.250741,0.1105895283712361360,328,0,136,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032153,2022-12-08,479.9900,629.99,4,1776.0000,1919.9600,2519.96,0.233943,0.2380990174447213448,121,0,83,0.1053872835800706292
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032155,2022-12-08,499.9900,629.99,4,1651.0000,1999.9600,2519.96,0.287860,0.2063524817854251655,133,0,58,0.0000000000000000000
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100602282,2022-12-08,299.9900,389.99,4,1112.0000,1199.9600,1559.96,0.225176,0.2307751480807200185,74,1,55,0.0967862052204237121
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100602997,2022-12-08,299.9900,399.99,10,2424.0000,2999.9000,3999.90,0.341288,0.2451754228638324654,367,3,73,0.1193671146126479249
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100602997,2023-01-05,249.9900,399.99,16,2740.0000,3999.8400,6399.84,0.534636,0.3750093752343808596,323,2,70,0.2451754228638324654
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100603005,2022-12-08,199.9900,239.99,2,288.0000,399.9800,479.98,0.347799,0.1666736114004750198,57,0,19,0.0000000000000000000
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100603010,2022-12-08,199.9900,239.99,1,139.0000,199.9900,239.99,0.370445,0.1666736114004750198,29,1,21,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100603332,2023-01-05,159.9900,199.99,15,2114.0000,2399.8500,2999.85,0.234020,0.2000100005000250013,328,2,129,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165000,2023-02-02,799.9900,949.99,114,84345.0000,91198.8600,108298.86,0.153460,0.1578963989094622049,669,14,183,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165005,2022-12-15,439.9900,519.99,141,48888.0000,62038.5900,73318.59,0.275230,0.1538491124829323641,2736,46,400,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165006,2022-11-10,419.9900,519.99,164,55942.0000,68878.3600,85278.36,0.286965,0.1871089494195958618,1764,146,374,0.0000000000000000000
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165006,2023-01-05,349.9900,519.99,42,13076.0000,14699.5800,21839.58,0.349208,0.3269293640262312737,848,60,283,0.1871089494195958618
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165029,2023-01-26,699.9900,899.99,227,143886.0000,158897.7300,204297.73,0.234462,0.2172148531118944800,1536,57,301,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165029,2023-02-02,599.9900,899.99,263,162215.0000,157797.3700,236697.37,0.255080,0.3333370370781897577,1326,26,287,0.2172148531118944800
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165030,2023-01-05,749.9900,899.99,62,39988.0000,46499.3800,55799.38,0.221045,0.1613008260478256522,846,31,198,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165030,2023-01-26,649.9900,899.99,52,28254.0000,33799.4800,46799.48,0.343778,0.2777808642318247981,647,4,179,0.1613008260478256522
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165031,2023-01-05,799.9900,999.99,257,188187.0000,205597.4300,256997.43,0.204074,0.1948490137075283797,2407,175,330,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165031,2023-01-26,699.9900,999.99,229,144778.0000,160297.7100,228997.71,0.312800,0.2954941505936798499,1891,55,312,0.1948490137075283797
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165031,2023-02-02,599.9900,999.99,464,287487.0000,278395.3600,463995.36,0.326533,0.4000040000400004001,1663,62,306,0.2954941505936798499
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165033,2023-02-02,699.9900,799.99,91,58876.0000,63699.0900,72799.09,0.120928,0.1250015625195314942,684,24,118,0.0000000000000000000
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101166181,2022-11-10,239.9900,299.99,38,8173.0000,9119.6200,11399.62,0.220703,0.1948535965691610011,1144,12,273,0.0000000000000000000
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101166181,2022-12-22,239.9900,299.99,34,6887.0000,8159.6600,10199.66,0.266067,0.1948535965691610011,957,15,246,0.0000000000000000000
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101166181,2023-01-05,199.9900,299.99,53,9027.0000,10599.4700,15899.47,0.382876,0.3333444448148271610,889,6,235,0.1948535965691610011
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101166213,2023-01-05,369.9900,439.99,52,16989.0000,19239.4800,22879.48,0.192888,0.1536781468353529774,805,1,170,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101166213,2023-01-26,319.9900,439.99,44,12092.0000,14079.5600,19359.56,0.321086,0.2680490762141827335,654,1,166,0.1536781468353529774
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101166214,2023-01-05,369.9900,439.99,80,26596.0000,29599.2000,35199.20,0.178712,0.1536781468353529774,1312,16,284,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101166214,2023-01-26,319.9900,439.99,71,19423.0000,22719.2900,31239.29,0.324186,0.2680490762141827335,1079,3,276,0.1536781468353529774
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101166216,2023-01-05,349.9900,449.99,288,90826.0000,100797.1200,129597.12,0.238225,0.2172173874395276417,2537,186,299,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101166216,2023-01-26,289.9900,449.99,259,67982.0000,75107.4100,116547.41,0.365980,0.3555634569657103492,2026,43,301,0.2172173874395276417
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101166217,2023-01-26,349.9900,449.99,113,34353.0000,39548.8700,50848.87,0.265663,0.2172173874395276417,1278,12,275,0.0000000000000000000
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101166217,2023-02-02,289.9900,449.99,306,80597.0000,88736.9400,137696.94,0.363781,0.3555634569657103492,1163,4,272,0.2172173874395276417
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101166243,2023-01-05,159.9900,199.99,42,5405.0000,6719.5800,8399.58,0.300561,0.2000100005000250013,444,8,133,0.0000000000000000000
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101166252,2022-12-08,249.9900,299.99,24,5260.0000,5999.7600,7199.76,0.205892,0.1666722224074135805,476,3,190,0.0000000000000000000
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101166253,2023-01-05,249.9900,299.99,27,5622.0000,6749.7300,8099.73,0.245547,0.1666722224074135805,513,23,206,0.0000000000000000000
AYAKKABI,ERKEK,CASUAL,BOT,BIKER BOT,000000000101173209,2023-01-26,399.9900,549.99,131,46155.0000,52398.6900,72048.69,0.303687,0.2727322314951180931,1784,54,422,0.0000000000000000000
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000101173215,2022-11-10,309.9900,429.99,858,244593.0000,265971.4200,368931.42,0.279373,0.2744325702215521696,2965,560,313,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000101180532,2023-01-19,299.9900,379.99,41,10914.0000,12299.5900,15579.59,0.238553,0.2054467680499601249,1874,42,261,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000101180532,2023-01-26,259.9900,379.99,84,19999.0000,21839.1600,31919.16,0.318966,0.3157977841522145320,1842,20,257,0.2054467680499601249
AYAKKABI,COCUK,NULL,AYAKKABI,BASIC SNEAKER,000000000101180536,2022-11-10,319.9900,379.99,25,7459.0000,7999.7500,9499.75,0.146546,0.1524748362943189581,355,8,65,0.0000000000000000000
AYAKKABI,COCUK,NULL,AYAKKABI,BASIC SNEAKER,000000000101180536,2022-12-08,279.9900,379.99,25,6301.0000,6999.7500,9499.75,0.279043,0.2631648201268454434,324,9,66,0.1578988920761072660
AYAKKABI,COCUK,NULL,AYAKKABI,BASIC SNEAKER,000000000101180537,2022-11-10,319.9900,379.99,25,6893.0000,7999.7500,9499.75,0.211307,0.1524748362943189581,602,13,127,0.0000000000000000000
AYAKKABI,COCUK,NULL,AYAKKABI,BASIC SNEAKER,000000000101180537,2022-12-08,279.9900,379.99,18,4630.0000,5039.8200,6839.82,0.264220,0.2631648201268454434,465,43,123,0.1578988920761072660
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000101180538,2023-01-19,169.9900,229.99,130,19947.0000,22098.7000,29898.70,0.274834,0.2608809078655593722,1719,148,240,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101180540,2023-01-19,229.9900,309.99,175,36704.0000,40248.2500,54248.25,0.264573,0.2580728410593890126,3338,48,311,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101180541,2022-12-01,259.9900,329.99,576,138239.0000,149754.2400,190074.24,0.209468,0.2070527170125049903,3599,1424,259,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101180541,2023-02-02,199.9900,329.99,377,67611.0000,75396.2300,124406.23,0.409273,0.3939513318585411680,2305,7,267,0.2070527170125049903
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101180542,2023-02-02,229.9900,329.99,252,52410.0000,57957.4800,83157.48,0.314946,0.3030394860450316677,1480,5,281,0.0000000000000000000
AYAKKABI,COCUK,NULL,CIZME,BASIC GUNLUK CIZME,000000000101180543,2023-01-19,349.9900,449.99,33,10692.0000,11549.6700,14849.67,0.217374,0.2172173874395276417,1323,42,282,0.0000000000000000000
AYAKKABI,COCUK,NULL,CIZME,BASIC GUNLUK CIZME,000000000101180543,2023-02-02,279.9900,449.99,190,45563.0000,53198.1000,85498.10,0.420748,0.3777861730260672460,1253,17,277,0.2172173874395276417
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101180544,2023-01-19,299.9900,399.99,75,20271.0000,22499.2500,29999.25,0.265526,0.2500062501562539064,1639,54,286,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BASIC GUNLUK BOT,000000000101180545,2023-01-26,299.9900,399.99,72,19517.0000,21599.2800,28799.28,0.263380,0.2500062501562539064,1022,13,277,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000101180546,2023-01-05,399.9900,499.99,43,15593.0000,17199.5700,21499.57,0.211663,0.1948510709344621676,442,21,121,0.0000000000000000000
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000101180546,2023-01-26,339.9900,499.99,34,10156.0000,11559.6600,16999.66,0.350627,0.3200064001280025601,355,3,113,0.1948510709344621676
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101167195,2023-02-23,149.9900,299.99,33,4657.0000,4949.6700,9899.67,0.488675,0.5000166672222407414,498,0,55,0.3000100003333444449
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101167197,2022-11-10,209.9900,299.99,32,6376.0000,6719.6800,9599.68,0.278056,0.2955011543863056305,1103,72,125,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101167197,2023-02-23,149.9900,299.99,46,6339.0000,6899.5400,13799.54,0.500693,0.5000166672222407414,605,0,66,0.3000100003333444449
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101167205,2022-11-10,279.9900,379.99,24,6158.0000,6719.7600,9119.76,0.266047,0.2584186998056012916,943,24,137,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101167205,2023-01-05,179.9900,379.99,13,1935.0000,2339.8700,4939.87,0.574228,0.5263296402536908867,809,762,155,0.2631648201268454434
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101167206,2022-11-10,279.9900,379.99,36,9417.0000,10079.6400,13679.64,0.251745,0.2584186998056012916,570,97,79,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101167206,2023-01-05,179.9900,379.99,9,1386.0000,1619.9100,3419.91,0.559485,0.5263296402536908867,521,469,106,0.2631648201268454434
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101167208,2022-11-10,279.9900,379.99,32,8111.0000,8959.6800,12159.68,0.274956,0.2584186998056012916,748,25,127,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101167208,2023-01-05,179.9900,379.99,14,2204.0000,2519.8600,5319.86,0.549678,0.5263296402536908867,591,550,151,0.2631648201268454434
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101167209,2022-11-10,279.9900,379.99,43,11046.0000,12039.5700,16339.57,0.265188,0.2584186998056012916,692,10,111,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101167209,2023-01-05,179.9900,379.99,6,967.0000,1079.9400,2279.94,0.538985,0.5263296402536908867,494,487,136,0.2631648201268454434
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101167230,2022-11-10,299.9900,389.99,63,17214.0000,18899.3700,24569.37,0.238448,0.2258204502456584729,749,80,92,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101167230,2023-01-19,199.9900,389.99,37,6545.0000,7399.6300,14429.63,0.506978,0.4871919792815200390,673,26,110,0.2307751480807200185
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101167232,2022-11-10,299.9900,389.99,106,29181.0000,31798.9400,41338.94,0.232722,0.2258204502456584729,2100,130,304,0.0000000000000000000
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101167232,2022-12-01,249.9900,389.99,97,22065.0000,24249.0300,37829.03,0.365998,0.3548546952708932337,2026,5,300,0.2258204502456584729
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101167232,2022-12-15,199.9900,389.99,83,15087.0000,16599.1700,32369.17,0.493379,0.4871919792815200390,1877,9,302,0.3548546952708932337
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101167233,2022-11-10,299.9900,389.99,83,22524.0000,24899.1700,32369.17,0.243645,0.2258204502456584729,1621,45,210,0.0000000000000000000
