H1,H2,H3,H4,H5,ItemCode,WeekStartDate,Sales,Stock,Price,FirstPrice,Discount,DiscountOnPrice,PrevDiscountRate,PrevWeekStock,PrevSales
AYAKKABI,AKTIFSPOR,LEISURE,BOT,SNEAKER HI,000000000101165932,2023-11-23,97,1821,555.5463,925.9167,0.4251,0.40000401764003176528,0.30000301323002382396,1840,192
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164432,2023-11-23,21,1501,740.7315,925.9167,0.2597,0.20000200882001588264,0.00000000000000000000,1511,39
AYAKKABI,AKTIFSPOR,LEISURE,BOT,SNEAKER HI,000000000101164467,2023-10-26,77,1469,787.0278,925.9167,0.2337,0.15000150661501191198,0.00000000000000000000,2302,60
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164829,2023-10-26,184,2606,787.0278,925.9167,0.2108,0.15000150661501191198,0.00000000000000000000,3268,115
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164829,2023-11-23,53,2087,694.4352,925.9167,0.3206,0.25000251102501985330,0.15000150661501191198,2214,128
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164987,2023-11-09,91,1758,740.7315,925.9167,0.2493,0.20000200882001588264,0.00000000000000000000,1978,78
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164987,2023-11-23,54,1675,462.9537,925.9167,0.5576,0.50000502205003970660,0.20000200882001588264,1747,64
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165294,2023-11-16,5,66,509.2500,740.7315,0.3928,0.31250392348644549341,0.00000000000000000000,25,2
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165734,2023-10-26,103,3184,1249.9907,1574.0648,0.3993,0.20588358242938918398,0.00000000000000000000,3268,87
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166439,2023-10-26,1,54,416.6574,537.0278,0.8071,0.22414184144656943272,0.00000000000000000000,59,5
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166448,2023-11-02,0,1,462.9537,555.5463,0.0000,0.16666945671314884106,0.00000000000000000000,1,0
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166448,2023-11-23,0,1,370.3611,555.5463,0.0000,0.33333891342629768212,0.16666945671314884106,1,0
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166459,2023-09-28,2,59,509.2500,601.8426,0.5574,0.15384853116080516734,0.00000000000000000000,60,1
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166459,2023-11-23,0,51,416.6574,601.8426,0.0000,0.30769706232161033467,0.15384853116080516734,51,0
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166461,2023-10-26,1,134,509.2500,601.8426,0.1692,0.15384853116080516734,0.00000000000000000000,136,3
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166461,2023-11-02,3,133,416.6574,601.8426,0.3203,0.30769706232161033467,0.15384853116080516734,134,1
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166461,2023-11-23,0,146,351.8426,601.8426,0.0000,0.41539100090289387957,0.30769706232161033467,156,4
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101166466,2023-11-09,95,1507,555.5463,648.1389,0.1706,0.14285919268230930130,0.00000000000000000000,1564,43
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166473,2023-09-28,79,1148,370.3611,444.4352,0.2412,0.16667019173998819176,0.00000000000000000000,1202,50
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101166473,2023-11-09,43,632,277.7685,444.4352,0.4922,0.37500787516380340712,0.16667019173998819176,682,24
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101168134,2023-11-02,3,50,740.7315,925.9167,0.2145,0.20000200882001588264,0.00000000000000000000,51,2
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101168134,2023-11-23,0,55,555.5463,925.9167,0.0000,0.40000401764003176528,0.20000200882001588264,55,4
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101168154,2023-10-12,15,334,611.1019,722.2130,0.4183,0.15384810298346886584,0.00000000000000000000,332,16
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101168154,2023-11-23,3,277,518.5093,722.2130,0.5431,0.28205487854691067594,0.15384810298346886584,285,8
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000101175475,2023-11-23,6,205,416.6574,611.1019,0.3534,0.31818670503233585103,0.00000000000000000000,222,16
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000101175480,2023-11-23,-1,1,324.0648,490.7315,0.2220,0.33962910471408499353,0.00000000000000000000,1,0
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000101176270,2023-11-02,21,292,814.8056,1111.1019,0.3434,0.26666888068502087883,0.00000000000000000000,685,10
AYAKKABI,KADIN,CASUAL,AYAKKABI,FASHION SNEAKER,000000000101177253,2023-10-26,10,218,740.7315,925.9167,0.5551,0.20000200882001588264,0.00000000000000000000,233,8
AYAKKABI,KADIN,CASUAL,AYAKKABI,FASHION SNEAKER,000000000101177253,2023-11-09,24,172,601.8426,925.9167,0.4677,0.35000351543502779462,0.20000200882001588264,196,14
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101178991,2023-09-21,59,517,351.8426,416.6574,0.2473,0.15555897963170700917,0.00000000000000000000,560,21
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101178991,2023-11-23,10,231,277.7685,416.6574,0.5141,0.33334077349880261338,0.15555897963170700917,250,12
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101179986,2023-09-28,14,46,370.3611,462.9537,0.4408,0.20000401768038574916,0.00000000000000000000,57,10
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101179986,2023-11-09,10,28,305.5463,462.9537,0.4783,0.34000678685579141068,0.20000401768038574916,35,6
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101180375,2023-10-26,40,910,1249.9907,1574.0648,0.2613,0.20588358242938918398,0.00000000000000000000,936,27
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,FUTBOL,000000000101180729,2023-11-09,9,31,444.4352,537.0278,0.3114,0.17241677246503812280,0.00000000000000000000,26,5
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,FUTBOL,000000000101180731,2023-11-09,4,19,444.4352,537.0278,0.2858,0.17241677246503812280,0.00000000000000000000,19,3
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000101181021,2023-11-09,299,1021,305.5463,694.4352,0.5727,0.56000747081945154854,0.00000000000000000000,1081,26
AYAKKABI,KADIN,CASUAL,BOT,MILITARY BOT,000000000101181580,2023-10-26,11,869,675.9167,851.8426,0.3621,0.20652395172535395624,0.00000000000000000000,800,11
AYAKKABI,KADIN,CASUAL,BOT,MILITARY BOT,000000000101181580,2023-11-09,63,818,555.5463,851.8426,0.4191,0.34782986903918634734,0.20652395172535395624,847,17
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101181583,2023-10-12,19,266,509.2500,601.8426,0.2136,0.15384853116080516734,0.00000000000000000000,274,8
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101181583,2023-10-26,16,237,416.6574,601.8426,0.3389,0.30769706232161033467,0.15384853116080516734,247,9
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101181583,2023-11-23,9,138,324.0648,601.8426,0.4958,0.46154559348241550200,0.30769706232161033467,148,7
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000101181651,2023-11-23,1,20,555.5463,833.3241,0.3455,0.33333705337455139003,0.00000000000000000000,23,2
AYAKKABI,COCUK,NULL,CIZME,YAGMUR CIZMESI,000000000101183047,2023-11-23,0,70,925.8333,1046.2037,0.0000,0.11505445832393825409,0.00000000000000000000,73,6
AYAKKABI,KADIN,CASUAL,BOT,WORKER BOT,000000000101183239,2023-11-09,18,229,416.6574,509.2500,0.2794,0.18182150220913107512,0.00000000000000000000,240,6
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000101183466,2023-10-26,95,664,925.9167,1296.2870,0.3503,0.28571628042246817256,0.00000000000000000000,712,36
AYAKKABI,ERKEK,DRESS,AYAKKABI,FORMAL MASKARETLI,000000000101183561,2023-10-26,6,53,648.1389,935.1759,0.6355,0.30693370092193351005,0.00000000000000000000,70,1
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101184323,2023-10-26,38,752,787.0278,1018.5093,0.3204,0.22727480249812151937,0.00000000000000000000,783,22
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101184323,2023-11-23,12,464,648.1389,1018.5093,0.4213,0.36363968399699443098,0.22727480249812151937,523,19
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101184504,2023-10-26,2,25,833.3241,1018.5093,0.5926,0.18181984199849721549,0.00000000000000000000,26,1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101199665,2023-11-09,13,57,833.3241,1018.5093,0.5638,0.18181984199849721549,0.00000000000000000000,67,10
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101201522,2023-10-26,2,33,925.9167,1203.6944,0.5542,0.23077094983577226911,0.00000000000000000000,34,1
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101201522,2023-11-23,1,26,740.7315,1203.6944,0.6643,0.38461830511133058358,0.23077094983577226911,27,1
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000101202380,2023-11-09,78,1581,398.1389,490.7315,0.2437,0.18868281331033365497,0.00000000000000000000,1636,36
AYAKKABI,KADIN,CASUAL,BOT,OKCELI BOT,000000000101203410,2023-11-23,5,120,555.5463,694.4352,0.4264,0.20000267843565533545,0.00000000000000000000,125,5
AYAKKABI,KADIN,COMFORT,BOT,GELENEKSEL COMFORT DOLGU BOT,000000000101203570,2023-11-23,3,120,583.3241,740.7315,0.5566,0.21250264097044610632,0.00000000000000000000,125,4
AYAKKABI,KADIN,DRESS,BOT,OKCELI BOT,000000000101203732,2023-10-26,70,1909,601.8426,768.5093,0.2715,0.21687011464923065993,0.00000000000000000000,1924,27
AYAKKABI,KADIN,COMFORT,BOT,GELENEKSEL COMFORT DOLGU BOT,000000000101205333,2023-10-26,41,1418,740.7315,925.9167,0.2417,0.20000200882001588264,0.00000000000000000000,1429,33
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000101205603,2023-10-12,7,162,185.1759,222.2130,0.2941,0.16667386696547906739,0.00000000000000000000,101,4
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000101205603,2023-11-09,6,92,138.8796,222.2130,0.4828,0.37501586315832107033,0.16667386696547906739,97,4
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000101205603,2023-11-23,1,79,111.1019,222.2130,0.5091,0.50002070085908565206,0.37501586315832107033,88,1
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000101205665,2023-10-26,6,51,138.8796,185.1759,0.4168,0.25001255562953926510,0.00000000000000000000,52,0
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000101205696,2023-10-12,4,145,166.6574,185.1759,0.2652,0.10000491424640031452,0.00000000000000000000,132,3
AYAKKABI,KADIN,CASUAL,BOT,WORKER BOT,000000000101207181,2023-10-26,8,599,490.7315,601.8426,0.2693,0.18461820416168612857,0.00000000000000000000,603,6
AYAKKABI,KADIN,CASUAL,BOT,WORKER BOT,000000000101207181,2023-11-09,39,560,398.1389,601.8426,0.3705,0.33846673532249129590,0.18461820416168612857,595,11
AYAKKABI,KADIN,CASUAL,BOT,MILITARY BOT,000000000101207188,2023-10-26,3,293,648.1389,833.3241,0.2888,0.22222470224970092669,0.00000000000000000000,266,7
AYAKKABI,KADIN,CASUAL,BOT,MILITARY BOT,000000000101207188,2023-11-09,25,270,509.2500,833.3241,0.4763,0.38889322893697662171,0.22222470224970092669,288,3
AYAKKABI,KADIN,CASUAL,BOT,BASIC GUNLUK BOT,000000000101207195,2023-10-26,9,1127,694.4352,861.1019,0.3806,0.19355049617240421837,0.00000000000000000000,1152,2
AYAKKABI,KADIN,CASUAL,BOT,BASIC GUNLUK BOT,000000000101207195,2023-11-09,23,1065,555.5463,861.1019,0.3927,0.35484255696102865411,0.19355049617240421837,1070,5
AYAKKABI,KADIN,CASUAL,BOT,MILITARY BOT,000000000101207216,2023-11-09,21,408,555.5463,879.6204,0.4047,0.36842494785250546714,0.21052854163000312408,416,8
AYAKKABI,KADIN,CASUAL,BOT,MILITARY BOT,000000000101207222,2023-10-26,11,404,694.4352,879.6204,0.2725,0.21052854163000312408,0.00000000000000000000,404,6
AYAKKABI,KADIN,CASUAL,BOT,MILITARY BOT,000000000101207222,2023-11-09,30,382,555.5463,879.6204,0.4185,0.36842494785250546714,0.21052854163000312408,389,6
AYAKKABI,KADIN,DRESS,BOT,OKCELI BOT,000000000101207315,2023-11-23,19,1114,462.9537,555.5463,0.5511,0.16666945671314884106,0.00000000000000000000,400,23
AYAKKABI,ERKEK,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101356841,2023-10-12,51,665,972.2130,1296.2870,0.2953,0.25000173572673335458,0.00000000000000000000,867,19
AYAKKABI,ERKEK,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101356842,2023-10-12,19,317,972.2130,1296.2870,0.3888,0.25000173572673335458,0.00000000000000000000,332,14
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101363356,2023-11-23,0,9,601.8426,1018.5093,0.0000,0.40909464449661873486,0.00000000000000000000,10,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,FUTBOL,000000000101363423,2023-10-26,28,297,268.5093,324.0648,0.3810,0.17143330593140631134,0.00000000000000000000,355,28
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,FUTBOL,000000000101363432,2023-10-26,15,152,268.5093,324.0648,0.2882,0.17143330593140631134,0.00000000000000000000,177,11
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101382380,2023-11-23,83,2792,648.1389,833.3241,0.2527,0.22222470224970092669,0.00000000000000000000,2906,131
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101382712,2023-10-26,100,1744,694.4352,833.3241,0.1979,0.16666852668727569502,0.00000000000000000000,1603,65
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101382714,2023-10-26,188,2793,694.4352,833.3241,0.1965,0.16666852668727569502,0.00000000000000000000,2805,150
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101382853,2023-11-23,30,1435,833.3241,1018.5093,0.2186,0.18181984199849721549,0.00000000000000000000,1463,53
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101383467,2023-11-09,139,2489,509.2500,648.1389,0.2420,0.21428878902346395194,0.00000000000000000000,2485,86
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101383508,2023-10-26,87,1623,648.1389,879.6204,0.2910,0.26316067703750390510,0.00000000000000000000,1594,31
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101383508,2023-11-23,57,1788,416.6574,879.6204,0.5449,0.52632135407500781019,0.26316067703750390510,1440,67
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101383805,2023-10-26,155,2049,740.7315,879.6204,0.1939,0.15789640622250234306,0.00000000000000000000,2144,80
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101383805,2023-11-23,21,1281,601.8426,879.6204,0.3636,0.31579281244500468612,0.15789640622250234306,1430,85
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101384158,2023-11-23,23,1324,740.7315,925.9167,0.2338,0.20000200882001588264,0.00000000000000000000,1356,49
AYAKKABI,AKTIFSPOR,LEISURE,BOT,SNEAKER HI,000000000101334517,2023-11-23,38,1217,694.4352,879.6204,0.2678,0.21052854163000312408,0.00000000000000000000,1265,78
AYAKKABI,AKTIFSPOR,LEISURE,BOT,SNEAKER HI,000000000101335821,2023-10-26,9,190,694.4352,787.0278,0.1742,0.11764844901285570853,0.00000000000000000000,224,6
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101335827,2023-10-26,63,904,648.1389,879.6204,0.3098,0.26316067703750390510,0.00000000000000000000,1017,28
AYAKKABI,ERKEK,CASUAL,AYAKKABI,ATHLETIC,000000000101336544,2023-11-23,10,141,324.0648,509.2500,0.4585,0.36364300441826215023,0.00000000000000000000,150,6
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101336594,2023-10-26,124,2102,305.5463,398.1389,0.2651,0.23256356010427516628,0.00000000000000000000,2181,80
AYAKKABI,KADIN,DRESS,AYAKKABI,BABET,000000000101338056,2023-11-23,3,77,231.4722,305.5463,0.2562,0.24243167074842667053,0.00000000000000000000,78,1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101338503,2023-11-23,0,3,648.1389,1111.1019,0.0000,0.41667015419557828135,0.00000000000000000000,5,1
AYAKKABI,AKTIFSPOR,LEISURE,BOT,SNEAKER HI,000000000101338829,2023-10-26,125,1567,1018.5093,1203.6944,0.1826,0.15384727219799311188,0.00000000000000000000,1856,91
AYAKKABI,ERKEK,CASUAL,AYAKKABI,ATHLETIC,000000000101340186,2023-10-26,12,77,740.7315,925.9167,0.2353,0.20000200882001588264,0.00000000000000000000,82,5
AYAKKABI,ERKEK,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340216,2023-10-26,30,90,601.8426,740.7315,0.4962,0.18750235409186729605,0.00000000000000000000,118,13
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340507,2023-09-21,50,652,648.1389,768.5093,0.3131,0.15662842336455785246,0.00000000000000000000,1024,48
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340507,2023-10-26,38,367,537.0278,768.5093,0.3738,0.30120845642336403737,0.15662842336455785246,397,23
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340507,2023-11-09,58,332,444.4352,768.5093,0.5036,0.42169183899270965231,0.30120845642336403737,362,45
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340507,2023-11-23,20,275,351.8426,768.5093,0.6616,0.54217522156205526726,0.42169183899270965231,322,33
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340861,2023-09-21,26,203,1018.5093,1203.6944,0.2821,0.15384727219799311188,0.00000000000000000000,398,21
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340861,2023-11-09,12,95,814.8056,1203.6944,0.4131,0.32307934638559421727,0.15384727219799311188,89,6
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340861,2023-11-23,7,87,509.2500,1203.6944,0.7344,0.57692749920577847667,0.32307934638559421727,77,7
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340900,2023-09-21,31,706,787.0278,925.9167,0.2533,0.15000150661501191198,0.00000000000000000000,1112,28
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340900,2023-10-26,48,446,629.6204,925.9167,0.4227,0.32000319251181018768,0.15000150661501191198,471,40
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340900,2023-11-09,74,426,509.2500,925.9167,0.4834,0.45000451984503573594,0.32000319251181018768,439,35
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340953,2023-10-12,42,833,509.2500,648.1389,0.2940,0.21428878902346395194,0.00000000000000000000,945,28
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340953,2023-10-26,47,527,416.6574,648.1389,0.4377,0.35714798170577325324,0.21428878902346395194,674,32
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101340953,2023-11-09,39,435,324.0648,648.1389,0.6171,0.50000717438808255453,0.35714798170577325324,502,20
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101341107,2023-10-12,26,395,601.8426,722.2130,0.3583,0.16666883592513565943,0.00000000000000000000,420,15
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101341107,2023-10-26,30,271,462.9537,722.2130,0.5615,0.35897899927029837458,0.16666883592513565943,316,12
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101341107,2023-11-09,44,264,370.3611,722.2130,0.5517,0.48718577483374018469,0.35897899927029837458,270,35
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101341430,2023-09-21,40,1979,555.5463,648.1389,0.1833,0.14285919268230930130,0.00000000000000000000,2404,19
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101341430,2023-10-26,61,1037,444.4352,648.1389,0.3886,0.31429019304349731208,0.14285919268230930130,1215,41
AYAKKABI,KADIN,CASUAL,AYAKKABI,ATHLETIC,000000000101341430,2023-11-09,136,1105,351.8426,648.1389,0.5162,0.45714938572580661337,0.31429019304349731208,1063,71
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101390365,2023-10-26,45,692,787.0278,972.2130,0.3892,0.19047801253429032527,0.00000000000000000000,784,31
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101390365,2023-11-23,16,642,555.5463,972.2130,0.4390,0.42857552820215323186,0.19047801253429032527,736,11
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101390366,2023-10-26,53,597,787.0278,972.2130,0.3923,0.19047801253429032527,0.00000000000000000000,698,34
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101390366,2023-11-23,26,516,555.5463,972.2130,0.4433,0.42857552820215323186,0.19047801253429032527,611,26
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101391261,2023-09-28,214,2788,694.4352,833.3241,0.2723,0.16666852668727569502,0.00000000000000000000,2869,129
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101391261,2023-10-26,229,2108,555.5463,833.3241,0.3943,0.33333705337455139003,0.16666852668727569502,2264,169
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101391313,2023-10-26,189,1615,740.7315,925.9167,0.2413,0.20000200882001588264,0.00000000000000000000,1656,90
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101392157,2023-11-23,31,1175,925.9167,1111.1019,0.2199,0.16666806167823131254,0.00000000000000000000,1257,51
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101392174,2023-11-09,122,1294,833.3241,1018.5093,0.2495,0.18181984199849721549,0.00000000000000000000,1408,78
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101392343,2023-10-26,4,61,1203.6944,1481.4722,0.3519,0.18750118969495343889,0.00000000000000000000,66,5
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101392855,2023-10-26,113,1380,648.1389,851.8426,0.2780,0.23913302762740440547,0.00000000000000000000,1445,65
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101392855,2023-11-16,160,1126,425.9167,851.8426,0.5432,0.50000540005864933264,0.23913302762740440547,1182,78
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101392856,2023-11-02,9,1246,648.1389,851.8426,0.3967,0.23913302762740440547,0.00000000000000000000,1253,18
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101392856,2023-11-23,12,1194,555.5463,851.8426,0.4538,0.34782986903918634734,0.23913302762740440547,1233,31
AYAKKABI,AKTIFSPOR,OUTDOOR,KURKLU BOT,OUTDOOR HI,000000000101393041,2023-10-26,98,2361,1388.8796,1759.2500,0.2439,0.21052744067074037232,0.00000000000000000000,2420,79
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101393272,2023-11-02,50,1493,814.8056,1018.5093,0.2222,0.20000180656180557213,0.00000000000000000000,1524,33
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101393340,2023-09-28,45,887,694.4352,833.3241,0.2083,0.16666852668727569502,0.00000000000000000000,994,35
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101393340,2023-11-09,44,736,601.8426,833.3241,0.3486,0.27778087781212615836,0.16666852668727569502,763,34
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000101393340,2023-11-23,13,867,509.2500,833.3241,0.4864,0.38889322893697662171,0.27778087781212615836,705,25
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101393711,2023-10-26,257,2619,648.1389,851.8426,0.3236,0.23913302762740440547,0.00000000000000000000,2735,100
AYAKKABI,AKTIFCOCUK,OUTDOOR,AYAKKABI,OUTDOOR,000000000101393711,2023-11-16,245,2146,425.9167,851.8426,0.5958,0.50000540005864933264,0.23913302762740440547,2118,133
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101393857,2023-10-26,65,1097,1203.6944,1481.4722,0.3111,0.18750118969495343889,0.00000000000000000000,1066,40
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101393951,2023-10-26,164,1753,925.9167,1203.6944,0.3354,0.23077094983577226911,0.00000000000000000000,1845,106
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101393958,2023-11-23,32,1406,1157.3981,1481.4722,0.2741,0.21875138797744567870,0.00000000000000000000,1387,32
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101394027,2023-10-26,63,829,740.7315,925.9167,0.4171,0.20000200882001588264,0.00000000000000000000,846,26
